osm_id,code,fclass,name,geometry
150943454,2501,supermarket,California Oranges,POINT (-118.8280675 36.1012355)
212435197,2501,supermarket,Trader Joe's,POINT (-122.252612 37.8455422)
262936489,2501,supermarket,Lunardi's,POINT (-122.3849757 37.5945434)
266625620,2505,department_store,dd's Discounts,POINT (-122.0262864 37.3612614)
266630158,2501,supermarket,India Cash & Carry,POINT (-122.0056924 37.3513957)
266630161,2501,supermarket,Kumud Groceries,POINT (-122.0041823 37.3529854)
267618168,2511,convenience,,POINT (-122.3492848 37.5811296)
276558029,2511,convenience,Walgreens,POINT (-122.364388 37.5868207)
276563232,2501,supermarket,Lucky,POINT (-122.387455 37.5966691)
281870076,2511,convenience,Tresidder Marketplace,POINT (-122.171109 37.4244304)
286081303,2511,convenience,Shattuck Market,POINT (-122.267112 37.8650305)
290364717,2501,supermarket,Redwood Valley Market,POINT (-123.2043748 39.2648392)
293632937,2501,supermarket,Safeway,POINT (-122.3940709 37.7767776)
297818479,2511,convenience,7-Eleven,POINT (-122.303105 37.5547005)
297818716,2505,department_store,Ross,POINT (-122.3046329 37.5535845)
305597766,2501,supermarket,Nijiya Market,POINT (-122.3111453 37.5483584)
309331540,2501,supermarket,FoodMaxx,POINT (-121.998114 37.3539748)
310973094,2511,convenience,7-Eleven,POINT (-122.242103 37.7673947)
310973114,2501,supermarket,Alameda Natural Grocery,POINT (-122.2396875 37.7676863)
314151916,2501,supermarket,Andronico’s,POINT (-122.0968991 37.3607935)
314507874,2501,supermarket,Lucky,POINT (-123.2015312 39.1523364)
315635600,2501,supermarket,Windmill Market,POINT (-121.5351038 36.8411133)
316509283,2505,department_store,Big Lots,POINT (-121.560848 37.000353)
318539518,2511,convenience,Neil's Super Market,POINT (-121.5397885 36.8451236)
318886219,2511,convenience,7Palms,POINT (-122.2601951 37.8759462)
322989276,2511,convenience,Quest Mart,POINT (-123.2083563 39.1595488)
331090668,2511,convenience,Sun Valley Market,POINT (-121.648145 37.1214767)
331093436,2511,convenience,ampm,POINT (-121.6649491 37.1443375)
332111900,2501,supermarket,Cardenas,POINT (-121.5830607 37.0144001)
332112939,2501,supermarket,Nob Hill Foods,POINT (-121.5850776 37.0144)
332115052,2505,department_store,Sears Hometown,POINT (-121.5880736 37.0144226)
332492334,2511,convenience,Frinds Food N Liquor,POINT (-121.5622614 37.0023836)
332787306,2501,supermarket,Calmart,POINT (-122.4528047 37.786265)
340151571,2501,supermarket,Lucky,POINT (-122.0231979 37.5675185)
340311739,2511,convenience,Quik Stop,POINT (-121.576822 37.0197636)
343317788,2501,supermarket,Trader Joe's,POINT (-122.2995747 37.8988539)
343600298,2501,supermarket,Sprouts Farmers Market,POINT (-122.0302442 37.3675387)
345476776,2505,department_store,Ross,POINT (-122.096088 37.4194476)
346427267,2501,supermarket,99 Ranch Market,POINT (-122.076577 37.377664)
356578447,2501,supermarket,Tahoma Market and Deli,POINT (-120.130964 39.0685632)
357522348,2501,supermarket,Trader Joe's,POINT (-121.9324361 37.2882737)
357524353,2501,supermarket,Whole Foods Market,POINT (-121.9306159 37.2929549)
357600882,2501,supermarket,Nijiya Market,POINT (-122.0714464 37.3786706)
358763951,2501,supermarket,Kearney Palms Shopping Mall,POINT (-119.801533 36.7313378)
360462977,2511,convenience,Angel's Deli & Market,POINT (-122.4336596 37.7482363)
360463705,2511,convenience,Modern Market,POINT (-122.4269955 37.7484143)
363915431,2501,supermarket,Trader Joe's,POINT (-122.2443754 37.8099099)
365763046,2501,supermarket,Raley's,POINT (-120.0057267 38.9120046)
366352409,2511,convenience,The Den,POINT (-122.2563906 37.8669533)
373374203,2501,supermarket,Trader Joe's,POINT (-121.909507 37.3410206)
375960001,2511,convenience,Stinson Beach Market,POINT (-122.6399319 37.8987196)
384359194,2511,convenience,Star Market,POINT (-122.4146585 37.7864444)
385009952,2501,supermarket,Trader Joe's,POINT (-122.395901 37.6038042)
386843084,2501,supermarket,Pass Farmers Market,POINT (-121.4195769 36.9709942)
386909017,2505,department_store,Burlington,POINT (-121.559197 37.0004496)
387227570,2511,convenience,North Point Market,POINT (-122.4235144 37.8052324)
389391020,2505,department_store,Ross,POINT (-122.4055238 37.7857172)
389404007,2501,supermarket,Whole Foods Market,POINT (-122.3997789 37.7811499)
392774069,2511,convenience,Los Lomas Market,POINT (-121.7344735 36.8651453)
395031702,2505,department_store,Ross,POINT (-122.0284718 36.9838459)
400699340,2501,supermarket,Staff of Life,POINT (-122.0082911 36.9805889)
401461437,2511,convenience,Om's Market,POINT (-122.032207 36.9760263)
401461449,2511,convenience,7-Eleven,POINT (-122.049095 36.9602021)
401960167,2511,convenience,,POINT (-120.2662661 37.0831175)
405661849,2511,convenience,Metropolitan Market,POINT (-122.0249664 36.9708418)
409452170,2511,convenience,DJ's Mini Mart,POINT (-122.0141975 36.9818496)
411009092,2501,supermarket,CC Market,POINT (-124.1123834 40.5069211)
412212696,2528,greengrocer,Yasai Market,POINT (-122.2525355 37.8504283)
414150589,2501,supermarket,Hernandez Market,POINT (-122.0287856 36.9685655)
416779714,2501,supermarket,Marina Supermarket,POINT (-122.4416127 37.8000223)
416784221,2511,convenience,Marina Deli & Liquor,POINT (-122.4410436 37.8001107)
417709342,2511,convenience,Cedar Market,POINT (-122.2803493 37.876869)
421256658,2501,supermarket,Beach Market,POINT (-122.0178469 36.9653543)
421256660,2511,convenience,Circle Market,POINT (-122.0388429 36.9591062)
428114273,2511,convenience,7 Up Town Market,POINT (-122.274255 37.8062477)
429187144,2501,supermarket,Trader Joe's,POINT (-121.9942009 37.2930603)
431407465,2511,convenience,Deke's Market,POINT (-121.998181 36.9656703)
431420732,2511,convenience,7-Eleven,POINT (-121.979801 36.9892227)
431699198,2501,supermarket,Live Oak Super,POINT (-121.983443 36.975642)
431891127,2501,supermarket,Lucky,POINT (-121.829265 37.2501724)
435049430,2511,convenience,Smart Market,POINT (-122.2739556 37.8817119)
435104547,2501,supermarket,Tokyo Central,POINT (-122.0185478 37.3218846)
440393776,2501,supermarket,Grocery Outlet,POINT (-121.665448 36.8021003)
441286094,2511,convenience,7-Eleven,POINT (-122.4909621 37.6296201)
442197491,2501,supermarket,El Patio,POINT (-121.8627937 36.9371467)
442977041,2511,convenience,J's,POINT (-122.4880161 40.5965614)
444644977,2511,convenience,7-Eleven,POINT (-122.253055 37.858767)
445291449,2501,supermarket,Lion Market,POINT (-121.8538537 37.3315271)
447936226,2511,convenience,7-Eleven,POINT (-121.99433 37.3921779)
453738678,2501,supermarket,Safeway,POINT (-121.9086088 36.9785814)
453822227,2511,convenience,Rio Market,POINT (-121.9051841 36.9693866)
459504817,2501,supermarket,Mollie Stone's,POINT (-122.436559 37.7606657)
461671351,2501,supermarket,Lunardi's,POINT (-121.8975834 37.2564583)
461674848,2511,convenience,Arco,POINT (-121.8907937 37.2595709)
461674885,2511,convenience,,POINT (-121.8856417 37.2601474)
470780580,2501,supermarket,Safeway,POINT (-122.2507884 37.7574333)
470780581,2501,supermarket,Trader Joe's,POINT (-122.2514016 37.7577613)
473371054,2501,supermarket,Save Mart,POINT (-121.864132 39.7566905)
477131697,2501,supermarket,99 Ranch Market,POINT (-122.3071439 37.8986536)
479160301,2501,supermarket,Nob Hill,POINT (-122.0271583 37.0472454)
487005148,2511,convenience,7-Eleven,POINT (-122.0324575 37.0478303)
487082163,2501,supermarket,Lucky,POINT (-122.0294043 37.388455)
487639344,2501,supermarket,New India Bazaar,POINT (-121.9629999 37.3528899)
488725308,2505,department_store,Ross,POINT (-122.0292593 37.3673385)
490229776,2505,department_store,Macy's,POINT (-121.9688942 36.9767851)
490229780,2505,department_store,Kohl's,POINT (-121.9669202 36.9770194)
490229783,2505,department_store,Sears,POINT (-121.9667457 36.9748149)
493853276,2501,supermarket,Scotts Valley Market,POINT (-122.0065764 37.0607155)
495558229,2511,convenience,Slug Stop,POINT (-122.0556083 36.9977384)
497304181,2511,convenience,E & M Market,POINT (-122.4219156 37.76668)
497304203,2511,convenience,Foodhall,POINT (-122.4220701 37.7650583)
497392843,2511,convenience,Banana Joe's,POINT (-122.0544204 36.9999717)
502635393,2501,supermarket,Trader Joe's,POINT (-121.3226915 38.0091681)
502635397,2501,supermarket,Podesto's,POINT (-121.3216023 38.0114821)
503802975,2511,convenience,Graham Hill Mini Market,POINT (-122.0338042 37.0144319)
519482217,2528,greengrocer,Foothill Produce,POINT (-122.067631 37.3367787)
525851709,2511,convenience,City Lee's Market,POINT (-122.2718457 37.8596252)
527505796,2511,convenience,Fred's Liquor,POINT (-122.422503 37.76976)
529117813,2511,convenience,K&D Market,POINT (-122.4235801 37.7646987)
529122561,2501,supermarket,Star Market,POINT (-121.6589113 36.655854)
529123311,2501,supermarket,Nob Hill Foods,POINT (-121.661813 36.6554358)
529126578,2501,supermarket,Lucky,POINT (-121.6606848 36.6591354)
529145110,2511,convenience,7-Eleven,POINT (-122.0771488 37.415979)
533868356,2505,department_store,Kohl's,POINT (-122.252605 37.7583943)
539155036,2511,convenience,Annaher Grocery & Liquor,POINT (-122.2893463 37.861241)
541343525,2501,supermarket,S & B Market,POINT (-123.6872112 38.9702317)
547548502,2511,convenience,Vin Fin Wines,POINT (-122.2391914 37.7638302)
558566895,2511,convenience,Sunbeam Market,POINT (-122.2858454 37.809737)
559822366,2511,convenience,Golden West Market,POINT (-122.2843108 37.8123138)
560469131,2511,convenience,Corner Store,POINT (-122.1787788 37.4388858)
563312834,2511,convenience,7-Eleven,POINT (-121.9095179 37.362043)
567010256,2501,supermarket,Nob Hill Foods,POINT (-122.2518725 37.5232544)
571457963,2511,convenience,Good Life Grocery,POINT (-122.3968164 37.7600939)
571853447,2501,supermarket,India Metro Hypermarket,POINT (-121.9970652 37.5335039)
574012863,2501,supermarket,Lucky,POINT (-122.0690938 37.5983937)
584344388,2501,supermarket,Nugget Markets,POINT (-121.279782 38.7897526)
597045822,2501,supermarket,Nugget Markets,POINT (-121.6960082 38.5501266)
598055156,2501,supermarket,Raley's,POINT (-122.167967 38.0665187)
599326234,2511,convenience,,POINT (-121.99428 37.3459552)
599880223,2505,department_store,Target,POINT (-122.309059 37.987691)
600301920,2511,convenience,7-Eleven,POINT (-121.6277861 39.1123637)
601384077,2511,convenience,,POINT (-121.6303455 39.1310076)
601384160,2511,convenience,7-Eleven,POINT (-121.6147398 39.1351682)
605018557,2511,convenience,,POINT (-122.1616872 39.1600778)
611542090,2501,supermarket,Smart & Final,POINT (-121.9611027 37.3530306)
612767884,2501,supermarket,JW & L Market,POINT (-122.4090015 37.7986741)
614359380,2511,convenience,Columbia Mercantile,POINT (-120.4004094 38.0357375)
615143634,2511,convenience,7-Eleven,POINT (-122.4645819 37.7265162)
621818319,2511,convenience,Mason Liquor & Deli,POINT (-122.4100569 37.7886224)
621851566,2511,convenience,MMC Wine & Spirit,POINT (-122.4105878 37.7888877)
622352576,2505,department_store,Big Lots,POINT (-121.998654 37.3536299)
632815535,2528,greengrocer,West Portal Produce Market,POINT (-122.4684835 37.7387041)
647656834,2511,convenience,Haight Fillmore Whole Foods Co.,POINT (-122.4305641 37.7719921)
660946004,2501,supermarket,S-MART Foods,POINT (-121.2811715 38.1140855)
660946005,2501,supermarket,Food 4 Less,POINT (-121.305743 38.1140053)
661753960,2501,supermarket,Star Grocery,POINT (-122.2482299 37.8547256)
661906871,2511,convenience,7-Eleven,POINT (-122.2124927 37.8346561)
663952819,2511,convenience,7-Eleven,POINT (-122.050103 37.3152206)
677608041,2505,department_store,JCPenney,POINT (-120.48345 37.3214655)
687177727,2511,convenience,Quik Mart,POINT (-121.6319922 36.7041256)
698082170,2501,supermarket,Safeway,POINT (-122.15572 38.0547702)
702357125,2501,supermarket,Foodmaxx,POINT (-121.326109 38.649725)
709777197,2501,supermarket,Whole Foods Market,POINT (-121.963582 36.9742625)
711012114,2501,supermarket,Westlake IGA Market,POINT (-121.7870207 38.5545359)
718375843,2511,convenience,Sea Bee Liquors,POINT (-122.4983446 37.742187)
721776350,2501,supermarket,Region Market,POINT (-121.6597076 37.1288726)
723329415,2505,department_store,Ross,POINT (-124.1888652 40.7805969)
723329423,2505,department_store,Kohl's,POINT (-124.1916083 40.777633)
724824664,2511,convenience,Amity Market,POINT (-122.5023245 37.7420078)
728301693,2511,convenience,Nick's Liquors,POINT (-122.283537 37.8173328)
734841519,2511,convenience,Eureka Market,POINT (-122.4385594 37.7621857)
737551611,2501,supermarket,Twain Harte Market,POINT (-120.2248706 38.0399728)
760778504,2511,convenience,Danny's Market,POINT (-121.987069 37.3518382)
761305299,2511,convenience,Snug Harbor Bait & Groceries,POINT (-121.6134957 38.1993289)
761762694,2501,supermarket,Trader Joe's,POINT (-122.4762074 37.7265935)
761843487,2501,supermarket,Bel Air Supermarket,POINT (-121.5351981 38.4866182)
761845564,2501,supermarket,Nugget Markets,POINT (-121.5211208 38.4946211)
761870395,2501,supermarket,Trader Joe's,POINT (-122.0256327 37.9377015)
765351096,2511,convenience,7-Eleven,POINT (-120.2299722 38.0382736)
770891726,2501,supermarket,Lunardi's,POINT (-122.4399002 37.6188783)
775881481,2501,supermarket,Trader Joe's,POINT (-122.2732154 37.8717025)
796667253,2501,supermarket,Hollister Super Market,POINT (-121.401266 36.8531594)
823705021,2501,supermarket,Hollister Super Mercado,POINT (-121.4205793 36.8535456)
824605394,2528,greengrocer,Sigona's Farmers Market,POINT (-122.1727706 37.4426077)
825273804,2511,convenience,Lush Meadows Market,POINT (-119.825106 37.5067517)
828422179,2511,convenience,7-Eleven,POINT (-119.946944 38.9526981)
828425301,2016,market_place,Berkeley Flea Market,POINT (-122.2703459 37.8538557)
830588349,2511,convenience,Deena's Market,POINT (-122.4147799 37.7856885)
842907691,2511,convenience,Shelter Cove General Store,POINT (-124.0524519 40.0364395)
851514999,2511,convenience,Montara Gas Station,POINT (-122.5158093 37.5416744)
853378607,2511,convenience,Spangler's Market,POINT (-122.4770323 37.5044596)
853390294,2511,convenience,Coastside Market,POINT (-122.5127271 37.5274864)
863676731,2501,supermarket,Cactus Corner Grocery,POINT (-121.8196011 36.9712258)
877478422,2501,supermarket,Gualala Supermarket,POINT (-123.5282011 38.7675963)
880230901,2511,convenience,7-Eleven,POINT (-122.437068 37.6310056)
910883477,2501,supermarket,Milan Indian Grocery,POINT (-122.29451 37.8683448)
910883497,2501,supermarket,Mi Tierra,POINT (-122.2919929 37.8679107)
922296124,2501,supermarket,Lucky,POINT (-121.8537896 37.2759836)
926022751,2511,convenience,Sunol Corners Little Market,POINT (-121.8820348 37.5930709)
955382076,2501,supermarket,Bel Air,POINT (-121.533552 38.6418424)
976349358,2511,convenience,Shell,POINT (-122.182019 37.7184056)
981839188,2511,convenience,Arlington Market,POINT (-122.3106539 37.9402357)
984077415,2501,supermarket,Lucky,POINT (-121.9976697 37.5347405)
990550930,2501,supermarket,Food Mart,POINT (-120.5658153 38.0860538)
992089177,2016,market_place,California Avenue Farmer's Market,POINT (-122.145151 37.425915)
992416904,2501,supermarket,Colusa Market,POINT (-122.286681 37.8992663)
994081143,2511,convenience,Butte College Bookstore,POINT (-121.6449454 39.6497347)
994186688,2511,convenience,McDonald's/ Chevron,POINT (-121.3146935 38.7961166)
1000755891,2511,convenience,Circle K,POINT (-121.308297 38.7443787)
1002186270,2501,supermarket,Whole Foods Market,POINT (-122.4234142 37.7900899)
1014167614,2501,supermarket,Whole Foods Market,POINT (-121.2670545 38.7673647)
1019495681,2511,convenience,Niles Liquors & Mini-mart,POINT (-122.0229974 37.5871836)
1019495684,2501,supermarket,Bharat Bazar,POINT (-122.0231341 37.5872349)
1037993306,2511,convenience,Bevbox Market & Liquor,POINT (-122.262678 37.8040509)
1040620887,2501,supermarket,Smart and Final Express,POINT (-122.068044 37.601648)
1052335476,2501,supermarket,Trader Joe's,POINT (-121.7614973 38.5467537)
1053535666,2501,supermarket,Nugget Markets,POINT (-122.5075218 37.919027)
1053609171,2505,department_store,Kohl's,POINT (-122.5458012 38.0038554)
1053612077,2505,department_store,Macy's,POINT (-122.5435471 38.0047204)
1060956195,2511,convenience,1001 Castro Street,POINT (-122.4341333 37.7535913)
1068441480,2511,convenience,Gourmet Market,POINT (-122.2639785 37.8043229)
1072352759,2511,convenience,El Charitto Market,POINT (-121.570032 37.0103962)
1073821273,2511,convenience,J & W Market,POINT (-122.407672 37.7911541)
1078357957,2501,supermarket,Trader Joe's,POINT (-121.9576836 37.2445799)
1092405735,2528,greengrocer,Farmers Market,POINT (-121.974673 37.305149)
1095300030,2511,convenience,,POINT (-121.1902117 38.6424552)
1097204393,2511,convenience,EM Deli & Catering,POINT (-122.210125 37.8266034)
1110068308,2528,greengrocer,J.E. Perry Farms,POINT (-122.0546405 37.5533645)
1113795573,2501,supermarket,Kachy Produce,POINT (-121.5769649 37.022562)
1116384573,2501,supermarket,Piazza's Fine Foods,POINT (-122.3260741 37.5338709)
1126598126,2501,supermarket,FoodMaxx,POINT (-122.0964258 37.6322694)
1126947956,2511,convenience,Sunrise Market,POINT (-122.4335053 37.7718315)
1126948195,2511,convenience,S & W market,POINT (-122.4286694 37.7722466)
1126948245,2511,convenience,Himalaya Playa / O'Looney's,POINT (-122.4318431 37.7720318)
1129268823,2511,convenience,TowerMart,POINT (-121.3819194 38.6689914)
1140673872,2501,supermarket,Lucky,POINT (-122.302537 37.9904404)
1140673927,2501,supermarket,Grocery Outlet,POINT (-122.308104 37.9902136)
1141003149,2505,department_store,Target,POINT (-121.8436714 36.6209786)
1141656456,2511,convenience,Valero,POINT (-122.287783 37.530541)
1156874591,2511,convenience,La Flor de Jalisco,POINT (-121.5681115 37.0099485)
1161981912,2501,supermarket,FoodMaxx,POINT (-121.7982197 37.2554708)
1169430434,2501,supermarket,India Supermarket,POINT (-121.310677 38.7507539)
1172744459,2511,convenience,7-Eleven,POINT (-122.4578886 37.7098206)
1183476246,2511,convenience,Shell,POINT (-120.9385527 37.7382497)
1186333561,2528,greengrocer,Mandela Grocery Cooperative,POINT (-122.2941997 37.8053283)
1194968192,2511,convenience,7-Eleven,POINT (-121.904177 37.2326337)
1195038546,2511,convenience,,POINT (-122.3689719 37.9359504)
1195042430,2511,convenience,j&s market,POINT (-122.369097 37.9339472)
1199004366,2501,supermarket,Trader Joe's,POINT (-122.298437 37.5354941)
1199539316,2501,supermarket,El Rancho Foods,POINT (-121.575073 37.0142606)
1205120785,2501,supermarket,Super Save,POINT (-122.3897193 37.7367631)
1213823254,2501,supermarket,Trader Joe's,POINT (-122.4077368 37.7709988)
1214134931,2511,convenience,Valero,POINT (-122.023453 36.9834866)
1218560204,2511,convenience,7-Eleven,POINT (-122.1378871 37.6820448)
1221102760,2528,greengrocer,Aguila de Oro,POINT (-122.3920322 37.7306288)
1229704788,2511,convenience,,POINT (-122.3914266 37.7213718)
1229779251,2511,convenience,7-Eleven,POINT (-122.4032164 37.7123845)
1229920627,2511,convenience,,POINT (-122.4551252 37.707757)
1230343414,2511,convenience,Tierra Santa Market,POINT (-122.4028091 37.7253138)
1230343494,2511,convenience,Food Mart,POINT (-122.4059665 37.7320804)
1234939402,2501,supermarket,Lucky,POINT (-121.774455 37.2327524)
1234939406,2505,department_store,Ross,POINT (-121.7755926 37.2315949)
1241673415,2511,convenience,Hillcrest Market,POINT (-122.4196089 37.7289174)
1241690521,2511,convenience,,POINT (-122.3912081 37.733976)
1242653426,2511,convenience,7-Eleven,POINT (-122.0143808 37.3702894)
1244729027,2511,convenience,Tazah Market,POINT (-122.2159367 37.8001844)
1247598192,2501,supermarket,Foodnet,POINT (-122.154365 37.6793441)
1251606827,2501,supermarket,Mercadito Latino,POINT (-122.2251858 37.478652)
1251635656,2501,supermarket,Bianchini's,POINT (-122.2577495 37.5033115)
1251643248,2505,department_store,Ross,POINT (-122.2466021 37.5035895)
1256830735,2511,convenience,,POINT (-122.1574318 37.4640553)
1269562221,2501,supermarket,Oceana Market,POINT (-122.4879485 37.6328853)
1277999546,2511,convenience,25th and Clement Produce and Market,POINT (-122.4847278 37.7821273)
1296642200,2528,greengrocer,Cupertino Market,POINT (-122.0181611 37.3238036)
1305397495,2501,supermarket,Gateway Grocery,POINT (-122.283254 37.8423296)
1306475850,2511,convenience,The Country Store,POINT (-120.979727 39.3837915)
1306483044,2511,convenience,Mother Truckers,POINT (-121.0642916 39.3543678)
1312453891,2501,supermarket,Namaste Plaza Supermarket,POINT (-122.27704 37.520286)
1312578373,2511,convenience,7-Eleven,POINT (-122.287182 37.530961)
1315928617,2505,department_store,TJ Maxx,POINT (-122.25339 37.7571824)
1319206689,2511,convenience,KD's Grog and Groceries,POINT (-122.4356465 37.7627241)
1321091248,2511,convenience,ExtraMile,POINT (-122.2852402 37.9958498)
1328779418,2501,supermarket,Shop Smart,POINT (-123.8238685 40.1202179)
1332464781,2501,supermarket,Farm Fresh Produce,POINT (-121.7443663 36.9360488)
1339271255,2501,supermarket,Smart & Final,POINT (-121.8554319 36.6090638)
1347161637,2016,market_place,The Mall at Old City Hall,POINT (-121.5687089 37.0071937)
1347464430,2501,supermarket,Whole Foods Market,POINT (-122.3063419 38.3232512)
1347464433,2501,supermarket,Trader Joe's,POINT (-122.3059235 38.3227883)
1349552622,2511,convenience,7-Eleven,POINT (-122.258423 37.8630178)
1350484814,2501,supermarket,Le Beau Market,POINT (-122.416234 37.7928844)
1361601871,2511,convenience,7-Eleven,POINT (-122.16814 37.722078)
1364682119,2511,convenience,Arrowhead food & liquor,POINT (-122.060232 37.586092)
1368522728,2505,department_store,Ross,POINT (-121.877997 37.2523413)
1371723190,2501,supermarket,Old Fire House Market,POINT (-121.6433615 36.888773)
1374388947,2511,convenience,Sunshine Mart,POINT (-121.9807097 37.5457287)
1375234287,2511,convenience,7-Eleven,POINT (-122.299513 37.9102342)
1377034082,2511,convenience,Oasis Food Market,POINT (-122.26717 37.8198916)
1378041461,2501,supermarket,Lakeshore Natural Foods,POINT (-122.2439078 37.8109894)
1378715963,2528,greengrocer,Main Street Grocery,POINT (-121.2952493 38.7517591)
1379090633,2511,convenience,ampm,POINT (-121.3136663 38.7718558)
1381283849,2511,convenience,,POINT (-120.374097 38.8145908)
1386707683,2511,convenience,Mother Lode Market,POINT (-120.8498372 38.699976)
1387206075,2511,convenience,7-Eleven,POINT (-122.089619 37.4140197)
1387567040,2511,convenience,Sunny Market,POINT (-119.664071 36.7502686)
1387999110,2511,convenience,Northgate Food & Liquor,POINT (-121.4749763 38.6201238)
1388233468,2511,convenience,Happy Times Discount Shop,POINT (-122.267258 37.8180313)
1388881308,2511,convenience,Ord Market,POINT (-121.7757899 36.6641099)
1388946952,2501,supermarket,Save Mart,POINT (-121.79642 36.6841596)
1406268248,2501,supermarket,Marina Grocery,POINT (-121.8330073 37.2787609)
1406279924,2511,convenience,7-Eleven,POINT (-121.823185 37.2805187)
1417375929,2511,convenience,Indian Bazaar,POINT (-121.0322475 37.6693399)
1419496725,2501,supermarket,Star Market,POINT (-120.9487271 37.7324364)
1419609101,2501,supermarket,Save Mart,POINT (-121.142362 37.4653026)
1423187286,2511,convenience,Kennedy Meadows Store,POINT (-119.7461002 38.3113373)
1425314672,2501,supermarket,Nob Hill Foods,POINT (-121.9515436 37.7627649)
1431426728,2511,convenience,7-Eleven,POINT (-122.4226138 37.7421503)
1445159899,2511,convenience,General Store,POINT (-121.1463531 36.4936941)
1445875679,2511,convenience,Tuolumne Meadows Store,POINT (-119.3568343 37.8743563)
1455515190,2501,supermarket,Oliver's Market,POINT (-122.6983501 38.3279016)
1458396305,2505,department_store,Ross,POINT (-122.7063009 38.3459738)
1459467598,2501,supermarket,Smart & Final Extra!,POINT (-122.051227 37.3534132)
1467602798,2511,convenience,The Garlic Shoppe,POINT (-121.5659807 37.0274424)
1476087010,2501,supermarket,Grocery Outlet,POINT (-124.174142 40.7995479)
1478520948,2501,supermarket,Bi-Rite Market,POINT (-122.4217072 37.7965466)
1478520965,2016,market_place,Fort Mason Farmer's Market,POINT (-122.4315658 37.8061667)
1485975789,2511,convenience,Grant Mini Market,POINT (-122.4060032 37.7904053)
1485988190,2511,convenience,Food Fair Market Liquors,POINT (-122.4074048 37.7902181)
1486016637,2511,convenience,Bush Market,POINT (-122.410859 37.7900177)
1486057725,2511,convenience,7-Eleven,POINT (-122.4090986 37.7890489)
1489676337,2511,convenience,Jinny Beauty Supply,POINT (-122.2831409 37.8418278)
1489698999,2511,convenience,"Choice Meat Market Wholesale Retail Packaging, Restaurant Supplies",POINT (-122.2825804 37.8400879)
1490111108,2511,convenience,Emeryville Market,POINT (-122.280665 37.8341276)
1491021191,2505,department_store,Marshalls,POINT (-122.295315 37.8377648)
1491645202,2016,market_place,Luggage Center,POINT (-122.2946983 37.8359194)
1491645220,2505,department_store,Ross,POINT (-122.294435 37.8356864)
1492592014,2505,department_store,Ross,POINT (-121.9587844 37.9489185)
1506099723,2501,supermarket,Rocca's Market,POINT (-121.6110542 37.0853142)
1509351354,2501,supermarket,Don Rafa's,POINT (-121.7542756 36.9069407)
1509352930,2511,convenience,Bridge Street Grocer,POINT (-121.7474359 36.9110499)
1509358862,2511,convenience,129 General Store,POINT (-121.590001 36.900695)
1512000860,2528,greengrocer,Courtney's Produce,POINT (-122.4354725 37.767252)
1512160307,2511,convenience,,POINT (-121.6370529 37.1298146)
1515105639,2501,supermarket,Sprouts Farmers Market,POINT (-121.2519953 38.7429147)
1515933541,2511,convenience,Dollars Market,POINT (-122.2861615 37.8421587)
1520624610,2511,convenience,Day's Market,POINT (-122.007729 36.9677755)
1535843098,2501,supermarket,True Olive Connection,POINT (-122.0261985 36.9727459)
1542892314,2505,department_store,Ross,POINT (-121.9669316 36.9777891)
1543286975,2511,convenience,,POINT (-122.7163478 38.3314541)
1543828800,2501,supermarket,Raley's,POINT (-121.9790541 37.5535901)
1556251723,2511,convenience,Food Market,POINT (-122.2689774 37.8075169)
1570138528,2501,supermarket,Nob Hill Foods,POINT (-122.0763504 37.3783433)
1572051369,2501,supermarket,Save Mart,POINT (-121.074061 38.9053539)
1572294518,2501,supermarket,Felipe's Market,POINT (-122.0523686 37.3731537)
1572294521,2511,convenience,Galamart,POINT (-122.0557763 37.3745036)
1572297515,2501,supermarket,Madras Groceries,POINT (-122.0554677 37.3744131)
1573655521,2501,supermarket,Manila Oriental Market,POINT (-122.4688574 37.6512745)
1573722791,2511,convenience,7-Eleven,POINT (-122.4686086 37.6637017)
1578531199,2511,convenience,Easy Foods,POINT (-122.0795602 37.392596)
1579611532,2505,department_store,Marshalls,POINT (-122.0753822 37.3791084)
1583415354,2501,supermarket,Grocery Outlet,POINT (-121.07521 38.9047723)
1583862294,2016,market_place,Mountain View Farmer's Market,POINT (-122.0740609 37.3933767)
1584813019,2501,supermarket,Grocery Outlet,POINT (-121.2762033 38.7448798)
1598674116,2016,market_place,Menlo Park Farmers Market,POINT (-122.184289 37.4508012)
1600385962,2511,convenience,7-Eleven,POINT (-122.1368923 37.4573234)
1607884652,2501,supermarket,Qwik Serve,POINT (-121.0721362 37.3930048)
1607908494,2511,convenience,El Mercado,POINT (-121.1983931 37.5468826)
1608420289,2511,convenience,Village Market,POINT (-121.9347295 37.9408329)
1609210878,2511,convenience,Village Market,POINT (-121.2714243 38.6410173)
1609230734,2501,supermarket,Trader Joe's,POINT (-121.2749434 38.6620983)
1612642986,2511,convenience,65th Street Market,POINT (-122.2851336 37.8479731)
1630431886,2505,department_store,Target,POINT (-122.3279758 37.9321318)
1640374730,2501,supermarket,Raley's,POINT (-122.6285402 38.2483898)
1643851282,2501,supermarket,Safeway,POINT (-122.239576 37.7377092)
1645244659,2511,convenience,Alice's Mountain Market,POINT (-120.2338294 39.1972831)
1648518166,2501,supermarket,Mi Pueblo,POINT (-121.8436012 36.6117637)
1648518248,2501,supermarket,Mi Tierra,POINT (-121.8453286 36.6088787)
